Date,"Student Username",App,Activity
02/10/2025,demo_student,"Quick Cards","Studied Carly Song Titles deck."
02/10/2025,demo_student,"Quick Cards","Took Taylor Test test."
02/10/2025,demo_student,"Quick Cards","Scored 60% on Taylor Test test."
02/10/2025,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
02/11/2025,demo_student,Typio,"Practiced typing."
02/11/2025,demo_student,Typio,"Tweaked settings."
02/24/2025,demo_student,Typio,"Practiced typing."
03/04/2025,demo_student,Typio,"Typed a custom lesson."
03/04/2025,demo_student,Typio,"Practiced typing."
03/05/2025,demo_student,Typio,"Explored the keyboard."
03/05/2025,demo_student,Typio,"Practiced typing."
03/05/2025,demo_student,Typio,"Tweaked settings."
03/07/2025,demo_student,Typio,"Tweaked settings."
03/07/2025,demo_student,Arcade,"Played Echo Easy."
03/07/2025,demo_student,Arcade,"Played Echo Hard."
03/11/2025,demo_student,Typio,"Continued their Typing Journey."
03/12/2025,demo_student,Typio,"Tweaked settings."
03/12/2025,demo_student,Typio,"Practiced typing."
03/12/2025,demo_student,Typio,"Played Typio Chatterbox."
03/28/2025,demo_student,Typio,"Played Typio Chatterbox."
04/04/2025,demo_student,Typio,"Practiced typing."
04/04/2025,demo_student,Typio,"Tweaked settings."
04/09/2025,demo_student,Typio,"Played Hot or Cold."
04/18/2025,demo_student,Typio,"Typed a custom lesson."
04/22/2025,demo_student,"Quick Cards","Tweaked settings."
04/22/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
04/22/2025,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
04/22/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
04/22/2025,demo_student,Arcade,"Played Canteen."
04/22/2025,demo_student,Arcade,"Played Echo Easy."
04/22/2025,demo_student,Arcade,"Played  in Hangman."
04/24/2025,demo_student,Typio-BRL,"Practiced typing."
04/28/2025,demo_student,"Quick Cards","Edited deck test to make deck."
04/28/2025,demo_student,"Quick Cards","Edited TEST TO MAKE test."
04/28/2025,demo_student,"Quick Cards","Edited new test now test."
04/29/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
05/01/2025,demo_student,Typio,"Continued their Typing Journey."
05/01/2025,demo_student,Typio,"Practiced typing."
05/01/2025,demo_student,Typio,"Played Race."
05/01/2025,demo_student,Typio,"Tweaked settings."
05/01/2025,demo_student,Typio,"Typed a custom lesson."
05/01/2025,demo_student,Typio,"Did Free Type."
05/02/2025,demo_student,Typio,"Tweaked settings."
05/02/2025,demo_student,"Quick Cards","Tweaked settings."
05/02/2025,demo_student,Typio,"Typed a custom lesson."
05/02/2025,demo_student,Typio,"Played Typio Idol."
05/02/2025,demo_student,Typio,"Played Typio Chatterbox."
05/02/2025,demo_student,Typio,"Practiced typing."
05/02/2025,demo_student,Typio-BRL,"Practiced typing."
05/02/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
05/02/2025,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
05/02/2025,demo_student,Arcade,"Played  in Hangman."
05/02/2025,demo_student,Arcade,"Played Canteen."
05/03/2025,demo_student,Arcade,"Played FutureBot."
05/03/2025,demo_student,Arcade,"Played Canteen."
05/03/2025,demo_student,Arcade,"Played Rock Paper Scissors."
05/03/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
05/05/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/05/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
05/06/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/06/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/06/2025,demo_student,"Quick Cards","Took Taylor Test test."
05/07/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/07/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/07/2025,demo_student,"Quick Cards","Scored 66% on Taylor Deck test."
05/07/2025,demo_student,"Quick Cards","Took Taylor Test test."
05/07/2025,demo_student,"Quick Cards","Scored 0% on Taylor Test test."
05/09/2025,demo_student,"Quick Cards","Took Taylor Test test."
05/09/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/09/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/09/2025,demo_student,"Quick Cards","Scored 0% on Taylor Test test."
05/09/2025,demo_student,"Quick Cards","Scored 60% on Taylor Test test."
05/09/2025,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
05/12/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/12/2025,demo_student,"Quick Cards","Took Taylor Test test."
05/12/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/12/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
05/14/2025,demo_student,Typio,"Typed a custom lesson."
05/14/2025,demo_student,Typio,"Tweaked settings."
05/14/2025,demo_student,Typio,"Practiced typing."
05/15/2025,demo_student,Typio,"Practiced typing."
05/15/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/15/2025,demo_student,"Quick Cards","Took Taylor Test test."
05/15/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
05/16/2025,demo_student,Typio,"Tweaked settings."
05/16/2025,demo_student,Typio,"Typed a custom lesson."
05/16/2025,demo_student,Typio,"Played Typio Chatterbox."
05/16/2025,demo_student,Braillio,"Tweaked settings."
05/16/2025,demo_student,Typio-BRL,"Practiced typing."
05/18/2025,demo_student,"Quick Cards","Edited Taylor Deck V2 deck."
05/20/2025,demo_student,"Quick Cards","Edited Taylor Deck deck."
05/20/2025,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
05/20/2025,demo_student,"Quick Cards","Edited Taylor Deck Edited deck."
05/20/2025,demo_student,"Quick Cards","Edited this is a test to see what dtestdea  deck."
05/20/2025,demo_student,"Quick Cards","Edited  deck."
05/21/2025,demo_student,"Quick Cards","Edited Taylor Deck deck."
05/21/2025,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
05/22/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
05/22/2025,demo_student,"Quick Cards","Edited Taylor Deck deck."
05/22/2025,demo_student,"Quick Cards","Edited  deck."
05/22/2025,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
05/22/2025,demo_student,"Quick Cards","Edited poli  deck."
05/22/2025,demo_student,"Quick Cards","Edited Taylor Deck il ji;sd  deck."
05/22/2025,demo_student,"Quick Cards","Edited apple deck."
05/22/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
05/22/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/22/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/22/2025,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
05/25/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
05/25/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/25/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/25/2025,demo_student,"Quick Cards","Scored 0% on Taylor Deck test."
05/28/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/28/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/28/2025,demo_student,"Quick Cards","Scored 20% on Taylor Deck test."
05/28/2025,demo_student,"Quick Cards","Scored 0% on Taylor Deck test."
05/28/2025,demo_student,"Quick Cards","Scored 40% on Taylor Deck test."
05/28/2025,demo_student,"Quick Cards","Scored 100% on Taylor Deck test."
05/28/2025,demo_student,Arcade,"Played Samurai Medium."
05/28/2025,demo_student,Arcade,"Played Samurai Easy."
05/28/2025,demo_student,Arcade,"Played Canteen."
05/28/2025,demo_student,Arcade,"Played Echo Easy."
05/28/2025,demo_student,Arcade,"Played  in Hangman."
05/28/2025,demo_student,Arcade,"Played Wizard's Tower."
05/28/2025,demo_student,Arcade,"Played FutureBot."
05/28/2025,demo_student,Arcade,"Played Rock Paper Scissors."
05/28/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
05/28/2025,demo_student,"Quick Cards","Took Taylor Test test."
05/28/2025,demo_student,"Quick Cards","Scored 20% on Taylor Test test."
05/28/2025,demo_student,"Quick Cards","Scored 40% on Taylor Test test."
05/28/2025,demo_student,"Quick Cards","Scored 0% on Taylor Test test."
05/29/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
05/29/2025,demo_student,"Quick Cards","Took Taylor Test test."
05/29/2025,demo_student,"Quick Cards","Studied Taylor Test deck."
05/29/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/29/2025,demo_student,"Quick Cards","Scored 20% on Taylor Test test."
05/29/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/30/2025,demo_student,"Quick Cards","Studied Taylor Deck deck."
05/30/2025,demo_student,"Quick Cards","Took Taylor Deck test."
05/30/2025,demo_student,"Quick Cards","Took Taylor Test test."
05/30/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
05/30/2025,demo_student,Typio,"Practiced typing."
05/30/2025,demo_student,"Quick Cards","Scored 40% on Taylor Deck test."
05/30/2025,demo_student,"Quick Cards","Studied Taylor Test deck."
05/30/2025,demo_student,"Quick Cards","Scored 80% on Taylor Test test."
05/30/2025,demo_student,"Quick Cards","Edited Taylor Test deck."
05/30/2025,demo_student,"Quick Cards","Edited  deck."
05/30/2025,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
05/30/2025,demo_student,"Quick Cards","Edited Taylor Deck deck."
05/30/2025,demo_student,"Quick Cards","Took New Test test."
05/30/2025,demo_student,"Quick Cards","Scored 60% on New Test test."
05/30/2025,demo_student,"Quick Cards","Scored 20% on New Test test."
05/30/2025,demo_student,"Quick Cards","Scored 40% on New Test test."
05/30/2025,demo_student,"Quick Cards","Scored 100% on New Test test."
05/30/2025,demo_student,"Quick Cards","Scored 80% on New Test test."
05/30/2025,demo_student,"Quick Cards","Studied New Test deck."
05/30/2025,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
05/30/2025,demo_student,"Quick Cards","Edited New Test deck."
06/02/2025,demo_student,Typio,"Tweaked settings."
06/02/2025,demo_student,"Quick Cards","Edited  deck."
06/02/2025,demo_student,"Quick Cards","Edited New Deck deck."
06/02/2025,demo_student,"Quick Cards","Edited New Deck2 deck."
06/02/2025,demo_student,"Quick Cards","Edited New Deck2aer  deck."
06/02/2025,demo_student,"Quick Cards","Edited New Decj deck."
06/02/2025,demo_student,"Quick Cards","Edited New Deckasdf deck."
06/02/2025,demo_student,"Quick Cards","Edited hhuhuh deck."
06/02/2025,demo_student,"Quick Cards","Edited New Deck Nonono deck."
06/04/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
06/04/2025,demo_student,"Quick Cards","Studied Taylor Test deck."
06/04/2025,demo_student,"Quick Cards","Studied Old Test Example deck."
06/04/2025,demo_student,"Quick Cards","Studied New Test deck."
06/04/2025,demo_student,"Quick Cards","Took Old Test Example test."
06/04/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
06/04/2025,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
06/05/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
06/05/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
06/05/2025,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
06/08/2025,demo_student,Arcade,"Played Canteen."
06/11/2025,demo_student,Typio,"Tweaked settings."
06/11/2025,demo_student,Typio,"Typed a custom lesson."
06/17/2025,demo_student,Typio,"Tweaked settings."
06/24/2025,demo_student,Typio,"Tweaked settings."
06/24/2025,demo_student,Typio,"Practiced typing."
07/01/2025,demo_student,"Quick Cards","Took Old Test Example test."
07/01/2025,demo_student,"Quick Cards","Edited Old Test Example deck."
07/01/2025,demo_student,"Quick Cards","Edited  deck."
07/01/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
07/01/2025,demo_student,"Quick Cards","Scored 60% on Old Test Example test."
07/15/2025,demo_student,"Quick Cards","Edited Apples deck."
07/15/2025,demo_student,"Quick Cards","Edited  deck."
07/15/2025,demo_student,"Quick Cards","Edited apples deck."
07/15/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
07/15/2025,demo_student,"Quick Cards","Took Old Test Example test."
07/15/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
07/29/2025,demo_student,"Quick Cards","Edited new deck deck."
07/29/2025,demo_student,"Quick Cards","Edited  deck."
07/29/2025,demo_student,"Quick Cards","Edited Old Test Example deck."
07/30/2025,demo_student,"Quick Cards","Studied BIN - Text Elements - eye.t deck."
07/30/2025,demo_student,"Quick Cards","Took London Underground test."
07/30/2025,demo_student,"Quick Cards","Scored 100% on London Underground test."
07/30/2025,demo_student,"Quick Cards","Took alphabetic wordsigns comma separated.csv test."
07/30/2025,demo_student,"Quick Cards","Took BIN - Text Elements - eye.t test."
07/30/2025,demo_student,"Quick Cards","Took Old Test Example 2 test."
07/30/2025,demo_student,"Quick Cards","Took history test test."
07/30/2025,demo_student,"Quick Cards","Took Newton's Laws of Motion test."
07/30/2025,demo_student,"Quick Cards","Scored 22% on Newton's Laws of Motion test."
07/30/2025,demo_student,"Quick Cards","Studied I love mcdonalds deck."
07/30/2025,demo_student,"Quick Cards","Studied London Underground deck."
07/30/2025,demo_student,"Quick Cards","Studied JAWS RFB commands  deck."
07/30/2025,demo_student,"Quick Cards","Took I love mcdonalds test."
07/30/2025,demo_student,"Quick Cards","Studied March 3 Spelling words deck."
07/30/2025,demo_student,"Quick Cards","Studied multiplication by 3 and 4 deck."
07/30/2025,demo_student,"Quick Cards","Studied history test deck."
07/30/2025,demo_student,"Quick Cards","Studied Newton's Laws of Motion deck."
07/30/2025,demo_student,"Quick Cards","Took multiplication by 3 and 4 test."
07/30/2025,demo_student,"Quick Cards","Took new deck test."
07/30/2025,demo_student,"Quick Cards","Took Old Test Example test."
07/30/2025,demo_student,"Quick Cards","Scored 33% on Old Test Example test."
07/30/2025,demo_student,"Quick Cards","Scored 25% on new deck test."
07/30/2025,demo_student,"Quick Cards","Scored 0% on Old Test Example 2 test."
07/30/2025,demo_student,"Quick Cards","Scored 0% on new deck test."
07/30/2025,demo_student,"Quick Cards","Scored 50% on new deck test."
07/30/2025,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
07/30/2025,demo_student,"Quick Cards","Edited new deck deck."
07/30/2025,demo_student,"Quick Cards","Edited  deck."
07/30/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
07/30/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
07/31/2025,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
07/31/2025,demo_student,"Quick Cards","Edited christine deck."
07/31/2025,demo_student,"Quick Cards","Took new deck test."
07/31/2025,demo_student,"Quick Cards","Scored 50% on new deck test."
07/31/2025,demo_student,"Quick Cards","Took BIN - Text Elements - eye.t test."
07/31/2025,demo_student,"Quick Cards","Took JAWS RFB commands  test."
07/31/2025,demo_student,"Quick Cards","Took christine test."
07/31/2025,demo_student,"Quick Cards","Studied Rocky Mountain reading deck."
07/31/2025,demo_student,"Quick Cards","Studied March 3 Spelling words deck."
07/31/2025,demo_student,"Quick Cards","Scored 100% on I love mcdonalds test."
07/31/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
07/31/2025,demo_student,"Quick Cards","Took I love mcdonalds test."
07/31/2025,demo_student,"Quick Cards","Studied christine deck."
07/31/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
07/31/2025,demo_student,"Quick Cards","Studied Newton's Laws of Motion deck."
07/31/2025,demo_student,"Quick Cards","Studied London Underground deck."
07/31/2025,demo_student,"Quick Cards","Studied JAWS RFB commands  deck."
07/31/2025,demo_student,"Quick Cards","Studied I love mcdonalds deck."
07/31/2025,demo_student,"Quick Cards","Took March 3 Spelling words test."
07/31/2025,demo_student,"Quick Cards","Took London Underground test."
07/31/2025,demo_student,"Quick Cards","Scored 50% on London Underground test."
07/31/2025,demo_student,"Quick Cards","Edited I love mcdonalds deck."
08/01/2025,demo_student,"Quick Cards","Studied Rocky Mountain reading deck."
08/01/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
08/01/2025,demo_student,"Quick Cards","Studied alphabetic wordsigns comma separated.csv deck."
08/01/2025,demo_student,"Quick Cards","Took christine test."
08/01/2025,demo_student,"Quick Cards","Studied London Underground deck."
08/01/2025,demo_student,"Quick Cards","Took I love mcdonalds test."
08/01/2025,demo_student,"Quick Cards","Scored 100% on I love mcdonalds test."
08/01/2025,demo_student,"Quick Cards","Scored 50% on I love mcdonalds test."
08/01/2025,demo_student,"Quick Cards","Studied christine deck."
08/01/2025,demo_student,"Quick Cards","Took JAWS RFB commands  test."
08/01/2025,demo_student,"Quick Cards","Took March 3 Spelling words test."
08/01/2025,demo_student,Typio-BRL,"Practiced typing."
08/01/2025,demo_student,Typio-BRL,"Continued their Typing Journey."
08/01/2025,demo_student,Braillio,"Played Race."
08/01/2025,demo_student,Arcade,"Played Samurai Easy."
08/01/2025,demo_student,Arcade,"Played Canteen."
08/01/2025,demo_student,Arcade,"Played Echo Easy."
08/01/2025,demo_student,Arcade,"Played  in Hangman."
08/01/2025,demo_student,Arcade,"Played Wizard's Tower."
08/01/2025,demo_student,Arcade,"Played FutureBot."
08/01/2025,demo_student,Arcade,"Played Rock Paper Scissors."
08/01/2025,demo_student,Typio,"Typed a custom lesson."
08/01/2025,demo_student,Typio,"Played Hot or Cold."
08/01/2025,demo_student,Typio,"Did a mini training."
08/01/2025,demo_student,Typio,"Played Typio Chatterbox."
08/01/2025,demo_student,Typio,"Practiced typing."
08/05/2025,demo_student,"Quick Cards","Edited alphabetic wordsigns comma separated.csv deck."
08/05/2025,demo_student,"Quick Cards","Changed Quick Cards settings."
08/08/2025,demo_student,"Quick Cards","Studied I love mcdonalds deck."
08/11/2025,demo_student,Typio-BRL,"Practiced typing."
08/11/2025,demo_student,Typio,"Typed a custom lesson."
08/11/2025,demo_student,Typio,"Did a mini training."
08/11/2025,demo_student,Typio-BRL,"Did a mini braille training."
08/12/2025,demo_student,Typio-BRL,"Practiced typing."
09/10/2025,demo_student,Typio,"Practiced typing."
09/15/2025,demo_student,"Quick Cards","Studied Newton's Laws of Motion deck."
09/15/2025,demo_student,"Quick Cards","Took Old Test Example test."
09/15/2025,demo_student,"Quick Cards","Took I love mcdonalds test."
09/15/2025,demo_student,"Quick Cards","Scored 100% on I love mcdonalds test."
09/15/2025,demo_student,"Quick Cards","Studied London Underground deck."
09/15/2025,demo_student,"Quick Cards","Took London Underground test."
09/15/2025,demo_student,Typio-BRL,"Practiced typing."
09/15/2025,demo_student,Typio-BRL,"Continued their Braillio Journey"
09/15/2025,demo_student,Braillio,"Played Race."
09/15/2025,demo_student,Braillio,"Explored the keyboard."
